CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Credit_Limit,Test_colum
717529233.0,Attrited Customer,40.0,F,3.0,Graduate,Single,Less than $40K,Blue,30.0,4.0,3.0,2.0,3319.0,0.0,3319.0,0.262,4840.0,44.0,0.375,0.0,0.99467,0.00533,3319.0,72
719365233.0,Existing Customer,34.0,M,4.0,Unknown,Single,Less than $40K,Blue,23.0,1.0,3.0,2.0,7664.0,1785.0,5879.0,0.947,15077.0,126.0,0.8,0.233,0.00020735,0.99979,7664.0,70
720943308.0,Existing Customer,47.0,M,3.0,Graduate,Single,$60K - $80K,Silver,36.0,1.0,1.0,2.0,30498.0,1990.0,28508.0,0.839,16202.0,120.0,0.791,0.065,5.164e-05,0.99995,30498.0,0
714425283.0,Existing Customer,50.0,F,2.0,High School,Married,Unknown,Blue,40.0,2.0,3.0,2.0,19962.0,0.0,19962.0,0.984,14703.0,119.0,0.859,0.0,0.00017486,0.99983,19962.0,70
711794358.0,Attrited Customer,61.0,M,0.0,College,Single,$80K - $120K,Blue,50.0,2.0,4.0,3.0,21398.0,0.0,21398.0,0.695,3119.0,53.0,0.767,0.0,0.99673,0.00326683,21398.0,52
719683158.0,Attrited Customer,56.0,F,2.0,Unknown,Married,Less than $40K,Blue,48.0,2.0,4.0,2.0,4746.0,0.0,4746.0,0.862,7154.0,66.0,1.062,0.0,0.99583,0.00416681,4746.0,80
709406733.0,Existing Customer,46.0,M,3.0,Graduate,Divorced,$80K - $120K,Blue,36.0,2.0,2.0,1.0,20434.0,1504.0,18930.0,0.725,13280.0,106.0,0.656,0.074,7.1226e-05,0.99993,20434.0,15
708572658.0,Existing Customer,49.0,M,5.0,Graduate,Married,$60K - $80K,Silver,38.0,1.0,1.0,2.0,29531.0,2088.0,27443.0,0.843,15039.0,120.0,0.69,0.071,5.1378e-05,0.99995,29531.0,55
714001008.0,Existing Customer,56.0,M,1.0,Uneducated,Divorced,$120K +,Blue,36.0,1.0,1.0,2.0,3730.0,0.0,3730.0,0.732,13997.0,102.0,0.619,0.0,5.3155e-05,0.99995,3730.0,78
712833633.0,Existing Customer,41.0,M,2.0,Post-Graduate,Married,$40K - $60K,Blue,36.0,2.0,1.0,3.0,10688.0,653.0,10035.0,0.682,13866.0,98.0,0.508,0.061,0.000109,0.99989,10688.0,50
716260833.0,Attrited Customer,56.0,F,5.0,Unknown,Single,Less than $40K,Blue,36.0,6.0,3.0,5.0,4668.0,2517.0,2151.0,1.062,8331.0,63.0,0.853,0.539,0.99901,0.00098535,4668.0,39
708863733.0,Existing Customer,35.0,M,3.0,Unknown,Single,$40K - $60K,Gold,19.0,1.0,1.0,3.0,22725.0,808.0,21917.0,0.779,13847.0,120.0,0.875,0.036,0.00012173,0.99988,22725.0,30
717076458.0,Existing Customer,40.0,M,3.0,Unknown,Single,$40K - $60K,Blue,36.0,1.0,3.0,1.0,8155.0,1178.0,6977.0,0.829,14955.0,102.0,0.925,0.144,0.00012373,0.99988,8155.0,96
712412958.0,Existing Customer,41.0,F,3.0,Doctorate,Married,$40K - $60K,Silver,33.0,1.0,1.0,2.0,18266.0,822.0,17444.0,0.875,14615.0,124.0,0.797,0.045,7.4729e-05,0.99993,18266.0,75
720535008.0,Existing Customer,46.0,M,4.0,Uneducated,Single,$80K - $120K,Blue,36.0,1.0,2.0,3.0,10492.0,1094.0,9398.0,0.915,13764.0,104.0,0.733,0.104,0.00020643,0.99979,10492.0,27
711578658.0,Existing Customer,56.0,F,2.0,High School,Married,$40K - $60K,Blue,49.0,1.0,3.0,3.0,6380.0,2517.0,3863.0,0.706,13945.0,97.0,1.064,0.395,0.00029408,0.99971,6380.0,67
709373883.0,Existing Customer,37.0,F,5.0,Unknown,Married,$40K - $60K,Silver,36.0,1.0,1.0,2.0,19055.0,2517.0,16538.0,0.915,15091.0,124.0,0.676,0.132,5.6474e-05,0.99994,19055.0,46
780730008.0,Existing Customer,51.0,M,2.0,College,Single,$120K +,Blue,36.0,2.0,2.0,2.0,3477.0,752.0,2725.0,0.703,13627.0,120.0,0.739,0.216,0.00011066,0.99989,3477.0,28
824816358.0,Existing Customer,36.0,F,1.0,Uneducated,Single,Less than $40K,Blue,32.0,2.0,3.0,2.0,3277.0,0.0,3277.0,0.84,14252.0,127.0,0.649,0.0,0.0001736,0.99983,3277.0,15
716106108.0,Existing Customer,49.0,M,4.0,Post-Graduate,Married,$120K +,Silver,41.0,2.0,3.0,2.0,34516.0,0.0,34516.0,0.663,13376.0,129.0,0.72,0.0,0.00020056,0.9998,34516.0,0
709807383.0,Existing Customer,35.0,F,2.0,Unknown,Married,Less than $40K,Blue,22.0,1.0,1.0,1.0,3616.0,1155.0,2461.0,0.727,15391.0,94.0,0.593,0.319,3.6508e-05,0.99996,3616.0,25
716430933.0,Existing Customer,46.0,F,4.0,Unknown,Single,Less than $40K,Blue,36.0,2.0,1.0,2.0,3973.0,0.0,3973.0,0.89,13740.0,131.0,0.819,0.0,6.3492e-05,0.99994,3973.0,39
789866133.0,Existing Customer,45.0,F,3.0,Graduate,Unknown,$40K - $60K,Blue,35.0,2.0,3.0,2.0,4318.0,2359.0,1959.0,0.993,12867.0,118.0,0.573,0.546,0.00018665,0.99981,4318.0,41
718634058.0,Existing Customer,48.0,F,2.0,High School,Unknown,Unknown,Blue,31.0,2.0,2.0,1.0,7660.0,764.0,6896.0,0.877,14844.0,100.0,0.695,0.1,6.6728e-05,0.99993,7660.0,11
715129983.0,Existing Customer,46.0,F,3.0,Graduate,Divorced,Unknown,Blue,36.0,1.0,3.0,2.0,3515.0,0.0,3515.0,0.876,15079.0,116.0,0.841,0.0,0.00018665,0.99981,3515.0,49
717177783.0,Existing Customer,36.0,F,0.0,Unknown,Married,Less than $40K,Silver,19.0,1.0,2.0,3.0,13313.0,0.0,13313.0,1.08,15549.0,121.0,0.833,0.0,0.00016316,0.99984,13313.0,73
719694408.0,Attrited Customer,30.0,F,1.0,College,Single,Less than $40K,Blue,36.0,4.0,3.0,6.0,4541.0,0.0,4541.0,0.976,7996.0,80.0,0.778,0.0,0.9993,0.00069828,4541.0,13
806992533.0,Existing Customer,49.0,F,1.0,Graduate,Married,Less than $40K,Blue,44.0,2.0,1.0,1.0,8284.0,797.0,7487.0,0.824,13092.0,102.0,0.569,0.096,3.1176e-05,0.99997,8284.0,78
718045008.0,Attrited Customer,31.0,M,0.0,Post-Graduate,Married,Less than $40K,Blue,21.0,1.0,2.0,2.0,3768.0,0.0,3768.0,0.799,6639.0,71.0,1.152,0.0,0.99137,0.00863,3768.0,92
711010683.0,Existing Customer,35.0,M,3.0,High School,Married,$40K - $60K,Blue,27.0,1.0,2.0,3.0,14382.0,1950.0,12432.0,0.578,12941.0,131.0,0.819,0.136,0.00019311,0.99981,14382.0,12
714759708.0,Existing Customer,54.0,F,1.0,High School,Single,Unknown,Blue,36.0,2.0,2.0,3.0,10798.0,1378.0,9420.0,0.631,13681.0,105.0,0.81,0.128,0.00017468,0.99983,10798.0,61
718801158.0,Existing Customer,49.0,M,3.0,Graduate,Single,$40K - $60K,Gold,36.0,2.0,2.0,2.0,23981.0,1408.0,22573.0,0.844,14455.0,96.0,0.846,0.059,0.00013607,0.99986,23981.0,85
712256358.0,Existing Customer,40.0,M,3.0,Graduate,Married,$60K - $80K,Blue,23.0,1.0,3.0,1.0,22729.0,1581.0,21148.0,1.025,13672.0,110.0,0.746,0.07,0.00011256,0.99989,22729.0,66
779803008.0,Existing Customer,41.0,F,2.0,High School,Single,Unknown,Blue,30.0,2.0,2.0,1.0,27670.0,0.0,27670.0,0.645,13854.0,124.0,0.797,0.0,6.6728e-05,0.99993,27670.0,24
710968008.0,Existing Customer,37.0,F,4.0,Uneducated,Married,Less than $40K,Blue,26.0,2.0,1.0,2.0,3423.0,647.0,2776.0,0.73,14308.0,124.0,0.722,0.189,5.9391e-05,0.99994,3423.0,22
771584658.0,Existing Customer,46.0,F,4.0,Unknown,Single,Unknown,Silver,34.0,1.0,2.0,3.0,33874.0,1473.0,32401.0,0.803,13753.0,98.0,0.849,0.043,0.0001994,0.9998,33874.0,78
718102758.0,Existing Customer,61.0,F,0.0,High School,Married,Less than $40K,Blue,36.0,2.0,1.0,3.0,3175.0,1116.0,2059.0,0.978,14071.0,101.0,0.683,0.351,7.7279e-05,0.99992,3175.0,80
811076883.0,Attrited Customer,45.0,M,3.0,Graduate,Married,$40K - $60K,Blue,40.0,1.0,4.0,3.0,7979.0,0.0,7979.0,0.465,5056.0,63.0,0.853,0.0,0.99737,0.0026282,7979.0,26
770970558.0,Existing Customer,41.0,M,2.0,Unknown,Single,$80K - $120K,Blue,28.0,1.0,2.0,3.0,13679.0,2267.0,11412.0,1.232,15180.0,103.0,0.689,0.166,0.00021042,0.99979,13679.0,83
758863383.0,Existing Customer,47.0,F,2.0,Uneducated,Unknown,Less than $40K,Silver,36.0,1.0,3.0,2.0,14767.0,948.0,13819.0,0.999,13090.0,104.0,0.625,0.064,0.00016711,0.99983,14767.0,74
716863458.0,Attrited Customer,44.0,M,2.0,Uneducated,Single,$80K - $120K,Silver,36.0,2.0,3.0,3.0,34516.0,569.0,33947.0,0.919,8570.0,68.0,0.789,0.016,0.99646,0.00354449,34516.0,6
766821033.0,Attrited Customer,61.0,M,0.0,Unknown,Single,$120K +,Blue,46.0,6.0,3.0,3.0,4650.0,1162.0,3488.0,0.82,7976.0,74.0,1.056,0.25,0.99651,0.0034913,4650.0,39
814590483.0,Existing Customer,45.0,F,2.0,Graduate,Married,$40K - $60K,Blue,40.0,1.0,3.0,3.0,3592.0,865.0,2727.0,0.663,12777.0,95.0,0.727,0.241,0.00030251,0.9997,3592.0,31
773283108.0,Existing Customer,31.0,M,0.0,High School,Married,$60K - $80K,Silver,24.0,1.0,1.0,3.0,32535.0,1722.0,30813.0,0.856,15738.0,116.0,0.657,0.053,6.9827e-05,0.99993,32535.0,0
721006458.0,Existing Customer,42.0,M,2.0,Unknown,Single,$120K +,Blue,35.0,2.0,1.0,3.0,3214.0,1471.0,1743.0,0.933,14557.0,114.0,0.652,0.458,0.00010183,0.9999,3214.0,75
714615258.0,Attrited Customer,32.0,M,1.0,High School,Single,$40K - $60K,Blue,36.0,6.0,3.0,2.0,4819.0,2134.0,2685.0,0.834,9330.0,64.0,0.882,0.443,0.99395,0.00605,4819.0,62
788687133.0,Existing Customer,42.0,M,2.0,Graduate,Married,$80K - $120K,Blue,31.0,2.0,3.0,1.0,16433.0,0.0,16433.0,0.791,13678.0,125.0,0.736,0.0,0.00010848,0.99989,16433.0,14
820108008.0,Existing Customer,49.0,M,4.0,Unknown,Married,$80K - $120K,Blue,44.0,2.0,3.0,3.0,12174.0,1361.0,10813.0,1.048,14743.0,121.0,0.729,0.112,0.00034872,0.99965,12174.0,97
717781608.0,Existing Customer,52.0,F,3.0,Graduate,Married,Less than $40K,Blue,40.0,2.0,2.0,1.0,9230.0,1518.0,7712.0,0.774,14082.0,99.0,0.833,0.164,7.1226e-05,0.99993,9230.0,54
720136458.0,Existing Customer,39.0,M,3.0,Post-Graduate,Married,$60K - $80K,Blue,36.0,2.0,2.0,3.0,6867.0,776.0,6091.0,0.715,14119.0,97.0,0.764,0.113,0.00023373,0.99977,6867.0,57
716247708.0,Existing Customer,51.0,M,4.0,College,Single,$120K +,Gold,33.0,2.0,2.0,2.0,34516.0,1848.0,32668.0,0.775,14149.0,103.0,0.689,0.054,0.00013371,0.99987,34516.0,7
714968208.0,Existing Customer,52.0,M,2.0,High School,Married,$80K - $120K,Blue,36.0,2.0,3.0,1.0,18046.0,0.0,18046.0,0.819,13758.0,104.0,0.677,0.0,0.00010545,0.99989,18046.0,79
719913783.0,Existing Customer,40.0,M,3.0,Graduate,Single,$40K - $60K,Blue,27.0,2.0,2.0,3.0,7680.0,1589.0,6091.0,0.688,13617.0,105.0,0.721,0.207,0.00019864,0.9998,7680.0,58
720621408.0,Existing Customer,38.0,F,2.0,Uneducated,Married,Less than $40K,Blue,36.0,2.0,3.0,2.0,7825.0,0.0,7825.0,0.724,14326.0,100.0,0.786,0.0,0.00018494,0.99982,7825.0,78
721169883.0,Existing Customer,41.0,M,5.0,College,Married,$60K - $80K,Blue,31.0,1.0,3.0,2.0,5002.0,1945.0,3057.0,1.035,16161.0,109.0,0.787,0.389,0.00018054,0.99982,5002.0,8
719324658.0,Existing Customer,27.0,M,0.0,College,Unknown,$80K - $120K,Silver,19.0,1.0,1.0,3.0,34516.0,1131.0,33385.0,0.715,14716.0,112.0,0.75,0.033,6.9833e-05,0.99993,34516.0,67
714577233.0,Existing Customer,50.0,F,3.0,Graduate,Married,$40K - $60K,Blue,41.0,2.0,3.0,1.0,4755.0,0.0,4755.0,0.776,15999.0,109.0,0.73,0.0,0.00011256,0.99989,4755.0,19
712367658.0,Existing Customer,58.0,M,1.0,Uneducated,Single,$80K - $120K,Blue,40.0,1.0,3.0,0.0,22104.0,1783.0,20321.0,0.805,13830.0,112.0,0.806,0.081,6.4038e-05,0.99994,22104.0,78
803655333.0,Existing Customer,53.0,M,2.0,Post-Graduate,Single,$60K - $80K,Silver,47.0,1.0,3.0,3.0,29038.0,2295.0,26743.0,0.657,12025.0,103.0,0.807,0.079,0.00032162,0.99968,29038.0,66
710455608.0,Attrited Customer,40.0,M,3.0,High School,Single,$80K - $120K,Blue,36.0,2.0,3.0,2.0,4620.0,0.0,4620.0,0.654,6644.0,61.0,0.694,0.0,0.99452,0.00548,4620.0,9
711328458.0,Existing Customer,58.0,M,1.0,High School,Married,$80K - $120K,Blue,50.0,1.0,1.0,3.0,34516.0,1341.0,33175.0,0.812,13988.0,127.0,0.789,0.039,8.453e-05,0.99992,34516.0,87
708123033.0,Existing Customer,41.0,F,3.0,Graduate,Single,Less than $40K,Silver,30.0,2.0,1.0,1.0,11463.0,0.0,11463.0,0.908,14511.0,105.0,0.721,0.0,3.1141e-05,0.99997,11463.0,40
713514633.0,Attrited Customer,59.0,M,2.0,Graduate,Single,$60K - $80K,Blue,50.0,2.0,4.0,2.0,6224.0,0.0,6224.0,0.801,8291.0,69.0,1.029,0.0,0.99542,0.00457826,6224.0,51
710745633.0,Existing Customer,53.0,M,1.0,Unknown,Married,$120K +,Blue,36.0,2.0,3.0,3.0,19252.0,751.0,18501.0,0.814,14074.0,112.0,0.623,0.039,0.00031211,0.99969,19252.0,22
710374008.0,Existing Customer,53.0,M,1.0,Graduate,Single,$80K - $120K,Blue,47.0,1.0,1.0,2.0,34516.0,1583.0,32933.0,0.631,12906.0,100.0,0.639,0.046,5.1697e-05,0.99995,34516.0,67
772166058.0,Existing Customer,31.0,M,1.0,Unknown,Single,$40K - $60K,Blue,20.0,1.0,2.0,3.0,3232.0,1564.0,1668.0,0.969,13142.0,112.0,0.75,0.484,0.00019751,0.9998,3232.0,59
715017858.0,Existing Customer,44.0,M,2.0,Uneducated,Married,$120K +,Platinum,36.0,2.0,1.0,3.0,34516.0,1421.0,33095.0,0.744,14465.0,114.0,0.754,0.041,0.00016547,0.99983,34516.0,24
717571683.0,Attrited Customer,47.0,F,4.0,Uneducated,Married,$40K - $60K,Gold,34.0,2.0,3.0,3.0,23981.0,0.0,23981.0,0.196,4536.0,61.0,0.605,0.0,0.99735,0.0026529,23981.0,79
743420208.0,Existing Customer,47.0,F,2.0,College,Single,Less than $40K,Blue,40.0,2.0,2.0,2.0,4822.0,1882.0,2940.0,0.833,13816.0,121.0,0.891,0.39,0.00011066,0.99989,4822.0,76
716201883.0,Existing Customer,46.0,M,2.0,Graduate,Unknown,$120K +,Silver,39.0,2.0,2.0,3.0,34516.0,1381.0,33135.0,0.949,14696.0,114.0,0.966,0.04,0.00017297,0.99983,34516.0,10
714593883.0,Existing Customer,53.0,F,2.0,Graduate,Married,Less than $40K,Silver,45.0,1.0,2.0,1.0,12100.0,1350.0,10750.0,0.854,13138.0,115.0,0.667,0.112,6.2021e-05,0.99994,12100.0,25
711003483.0,Existing Customer,40.0,M,3.0,Unknown,Divorced,$60K - $80K,Blue,24.0,2.0,3.0,3.0,20466.0,1138.0,19328.0,0.868,15121.0,97.0,0.54,0.056,0.00034503,0.99965,20466.0,20
819628158.0,Existing Customer,42.0,M,3.0,Graduate,Single,$60K - $80K,Blue,37.0,2.0,3.0,1.0,17887.0,1821.0,16066.0,0.687,14544.0,116.0,1.148,0.102,0.00011256,0.99989,17887.0,64
712021233.0,Attrited Customer,33.0,M,3.0,Graduate,Married,$60K - $80K,Blue,15.0,5.0,1.0,3.0,23399.0,0.0,23399.0,1.051,9356.0,74.0,0.85,0.0,0.98971,0.01029,23399.0,30
708573933.0,Existing Customer,45.0,F,2.0,Unknown,Single,Less than $40K,Silver,36.0,2.0,2.0,3.0,13026.0,789.0,12237.0,0.74,14747.0,100.0,0.724,0.061,0.00019013,0.99981,13026.0,50
710758683.0,Existing Customer,61.0,F,1.0,Graduate,Unknown,$40K - $60K,Silver,48.0,2.0,3.0,3.0,15698.0,2000.0,13698.0,0.749,12980.0,82.0,0.64,0.127,0.00025657,0.99974,15698.0,57
718288833.0,Existing Customer,31.0,M,1.0,Unknown,Married,$40K - $60K,Blue,36.0,1.0,3.0,3.0,5590.0,875.0,4715.0,0.86,14643.0,127.0,0.764,0.157,0.00031211,0.99969,5590.0,36
708873183.0,Existing Customer,47.0,M,2.0,Post-Graduate,Single,$60K - $80K,Blue,39.0,1.0,3.0,2.0,17575.0,618.0,16957.0,0.917,15473.0,128.0,0.684,0.035,0.00021165,0.99979,17575.0,36
766224933.0,Existing Customer,46.0,M,2.0,Graduate,Married,$80K - $120K,Blue,39.0,1.0,1.0,1.0,29528.0,1769.0,27759.0,0.771,14428.0,119.0,0.7,0.06,3.3214e-05,0.99997,29528.0,88
771626283.0,Existing Customer,54.0,M,2.0,Post-Graduate,Married,$60K - $80K,Platinum,42.0,1.0,3.0,1.0,34516.0,1996.0,32520.0,0.988,15033.0,114.0,0.81,0.058,0.00022173,0.99978,34516.0,65
720372483.0,Existing Customer,60.0,F,0.0,High School,Married,Less than $40K,Blue,36.0,1.0,1.0,3.0,4147.0,2262.0,1885.0,0.565,14624.0,111.0,0.79,0.545,7.7279e-05,0.99992,4147.0,4
712916958.0,Attrited Customer,55.0,F,2.0,Graduate,Married,Unknown,Blue,36.0,5.0,3.0,2.0,12494.0,0.0,12494.0,0.576,7026.0,69.0,0.917,0.0,0.99447,0.00553,12494.0,98
716124408.0,Attrited Customer,32.0,M,2.0,Graduate,Single,$120K +,Gold,22.0,2.0,2.0,3.0,34516.0,1692.0,32824.0,0.983,7486.0,64.0,0.73,0.049,0.99549,0.00451271,34516.0,66
714128283.0,Existing Customer,49.0,F,1.0,Unknown,Married,Less than $40K,Silver,40.0,2.0,3.0,2.0,13411.0,1736.0,11675.0,0.841,12493.0,113.0,0.738,0.129,0.00016768,0.99983,13411.0,25
708163758.0,Existing Customer,41.0,M,3.0,Unknown,Married,$120K +,Blue,33.0,2.0,4.0,3.0,34516.0,638.0,33878.0,0.724,13085.0,139.0,0.675,0.018,0.00041696,0.99958,34516.0,52
716979183.0,Existing Customer,45.0,M,2.0,College,Married,$60K - $80K,Blue,34.0,1.0,1.0,2.0,17646.0,1396.0,16250.0,0.851,15527.0,106.0,0.893,0.079,5.3547e-05,0.99995,17646.0,38
716480358.0,Existing Customer,45.0,M,3.0,Uneducated,Single,$60K - $80K,Blue,36.0,2.0,2.0,1.0,11121.0,1296.0,9825.0,0.789,13814.0,81.0,1.025,0.117,7.3235e-05,0.99993,11121.0,25
800758233.0,Attrited Customer,30.0,M,0.0,College,Single,$60K - $80K,Blue,24.0,6.0,2.0,2.0,4109.0,0.0,4109.0,0.949,8642.0,77.0,0.481,0.0,0.98958,0.01042,4109.0,30
720413658.0,Existing Customer,44.0,M,2.0,High School,Married,$120K +,Blue,31.0,2.0,1.0,3.0,6176.0,905.0,5271.0,0.805,15102.0,95.0,0.792,0.147,9.0056e-05,0.99991,6176.0,81
715832058.0,Existing Customer,40.0,F,5.0,Graduate,Unknown,Less than $40K,Blue,36.0,2.0,2.0,3.0,4512.0,1172.0,3340.0,0.706,14414.0,98.0,0.815,0.26,0.00019764,0.9998,4512.0,85
716323683.0,Existing Customer,31.0,M,0.0,Graduate,Married,$80K - $120K,Blue,36.0,2.0,3.0,3.0,32791.0,1607.0,31184.0,0.752,13177.0,106.0,0.738,0.049,0.0002596,0.99974,32791.0,33
819616383.0,Existing Customer,40.0,F,3.0,Uneducated,Divorced,Less than $40K,Blue,35.0,2.0,3.0,3.0,4772.0,2004.0,2768.0,0.696,14748.0,118.0,0.761,0.42,0.00032275,0.99968,4772.0,15
771069033.0,Existing Customer,56.0,M,1.0,Unknown,Unknown,$60K - $80K,Blue,43.0,2.0,2.0,3.0,10602.0,1083.0,9519.0,0.656,14084.0,91.0,0.75,0.102,0.00019751,0.9998,10602.0,59
821241708.0,Attrited Customer,47.0,M,4.0,Unknown,Unknown,$80K - $120K,Blue,42.0,1.0,4.0,1.0,7953.0,0.0,7953.0,1.031,8670.0,74.0,0.574,0.0,0.99343,0.00657,7953.0,50
716987358.0,Attrited Customer,29.0,M,0.0,Post-Graduate,Divorced,$60K - $80K,Blue,15.0,2.0,1.0,3.0,8022.0,0.0,8022.0,0.381,5660.0,59.0,0.735,0.0,0.98942,0.01058,8022.0,5
710300733.0,Existing Customer,38.0,M,3.0,High School,Single,$120K +,Blue,27.0,2.0,4.0,1.0,34516.0,0.0,34516.0,0.919,13781.0,106.0,0.797,0.0,0.00013224,0.99987,34516.0,5
712497783.0,Existing Customer,56.0,F,2.0,Unknown,Married,Less than $40K,Blue,48.0,1.0,2.0,3.0,9092.0,1363.0,7729.0,0.83,14779.0,94.0,0.843,0.15,0.00021042,0.99979,9092.0,94
709259958.0,Attrited Customer,53.0,F,1.0,Graduate,Single,Less than $40K,Blue,44.0,1.0,3.0,2.0,5541.0,2517.0,3024.0,0.879,9195.0,73.0,0.825,0.454,0.99411,0.00589,5541.0,88
716296833.0,Existing Customer,56.0,M,0.0,Doctorate,Single,$80K - $120K,Blue,47.0,2.0,1.0,2.0,7204.0,0.0,7204.0,0.803,14042.0,113.0,0.766,0.0,6.8395e-05,0.99993,7204.0,78
715728108.0,Existing Customer,27.0,F,0.0,Graduate,Unknown,Less than $40K,Blue,36.0,1.0,1.0,2.0,4548.0,1450.0,3098.0,0.844,14330.0,131.0,0.638,0.319,4.7263e-05,0.99995,4548.0,50
771507258.0,Existing Customer,38.0,F,2.0,Graduate,Single,Less than $40K,Blue,26.0,1.0,2.0,1.0,3860.0,1175.0,2685.0,0.734,14474.0,118.0,0.71,0.304,6.864e-05,0.99993,3860.0,45
713758758.0,Existing Customer,48.0,M,2.0,High School,Married,Less than $40K,Silver,36.0,2.0,2.0,2.0,14581.0,2517.0,12064.0,0.776,17628.0,109.0,0.817,0.173,9.9979e-05,0.9999,14581.0,32
779809908.0,Existing Customer,44.0,F,3.0,High School,Single,Less than $40K,Blue,34.0,2.0,2.0,2.0,3084.0,0.0,3084.0,0.861,12739.0,96.0,0.882,0.0,0.00011482,0.99989,3084.0,94
816310158.0,Existing Customer,49.0,M,4.0,Uneducated,Unknown,$60K - $80K,Blue,44.0,1.0,3.0,2.0,12375.0,2263.0,10112.0,1.044,14500.0,106.0,0.582,0.183,0.00019396,0.99981,12375.0,63
780349833.0,Existing Customer,36.0,M,2.0,College,Married,$40K - $60K,Gold,23.0,1.0,1.0,3.0,23981.0,0.0,23981.0,0.827,15236.0,120.0,0.875,0.0,0.00010376,0.9999,23981.0,93
818235408.0,Existing Customer,30.0,M,0.0,College,Married,$60K - $80K,Blue,25.0,2.0,3.0,1.0,19534.0,0.0,19534.0,0.616,15634.0,118.0,0.639,0.0,9.0501e-05,0.99991,19534.0,89
709213458.0,Attrited Customer,42.0,M,3.0,High School,Married,$80K - $120K,Blue,36.0,1.0,3.0,2.0,22993.0,0.0,22993.0,1.004,7867.0,75.0,0.786,0.0,0.99452,0.00548,22993.0,38
719634408.0,Existing Customer,51.0,M,2.0,Unknown,Single,$120K +,Silver,31.0,2.0,2.0,2.0,34516.0,585.0,33931.0,0.875,13534.0,104.0,0.825,0.017,0.00011304,0.99989,34516.0,36
709934808.0,Existing Customer,59.0,M,1.0,Unknown,Single,$40K - $60K,Silver,51.0,2.0,2.0,1.0,15164.0,1071.0,14093.0,0.9,13062.0,103.0,0.717,0.071,6.3989e-05,0.99994,15164.0,20
712238958.0,Existing Customer,45.0,M,4.0,Graduate,Married,Less than $40K,Blue,36.0,1.0,2.0,3.0,7231.0,1047.0,6184.0,0.947,15571.0,115.0,0.797,0.145,0.00020077,0.9998,7231.0,87
711813258.0,Existing Customer,56.0,M,2.0,College,Single,$60K - $80K,Gold,43.0,2.0,1.0,2.0,34516.0,2022.0,32494.0,0.761,13633.0,116.0,0.785,0.059,6.1692e-05,0.99994,34516.0,85
789983133.0,Existing Customer,31.0,M,2.0,Graduate,Unknown,$80K - $120K,Silver,22.0,2.0,3.0,2.0,34516.0,1780.0,32736.0,0.839,14185.0,98.0,0.69,0.052,0.00016253,0.99984,34516.0,32
792139308.0,Existing Customer,48.0,F,3.0,Graduate,Single,$40K - $60K,Blue,42.0,1.0,2.0,3.0,9215.0,639.0,8576.0,0.646,13345.0,114.0,0.754,0.069,0.00019864,0.9998,9215.0,81
718123608.0,Existing Customer,32.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,2.0,1.0,2.0,25438.0,1907.0,23531.0,0.741,16485.0,104.0,0.793,0.075,5.5077e-05,0.99994,25438.0,46
715369008.0,Existing Customer,46.0,F,3.0,High School,Single,Less than $40K,Blue,36.0,1.0,2.0,2.0,3759.0,0.0,3759.0,0.722,15331.0,106.0,0.767,0.0,0.00011482,0.99989,3759.0,75
717556758.0,Existing Customer,52.0,F,2.0,High School,Single,Less than $40K,Blue,36.0,1.0,2.0,3.0,3029.0,2267.0,762.0,0.842,14934.0,113.0,0.823,0.748,0.0001861,0.99981,3029.0,6
718252533.0,Attrited Customer,30.0,F,0.0,Graduate,Divorced,Less than $40K,Blue,18.0,5.0,1.0,1.0,4203.0,996.0,3207.0,0.705,7292.0,68.0,0.7,0.237,0.9661,0.0339,4203.0,78
716340783.0,Existing Customer,48.0,M,4.0,High School,Married,$80K - $120K,Blue,36.0,1.0,1.0,2.0,21526.0,1320.0,20206.0,0.762,14441.0,105.0,0.875,0.061,5.6153e-05,0.99994,21526.0,81
717898758.0,Attrited Customer,55.0,F,2.0,Graduate,Married,Less than $40K,Silver,45.0,6.0,3.0,3.0,12207.0,0.0,12207.0,0.319,5838.0,74.0,1.056,0.0,0.99636,0.00364408,12207.0,48
825743583.0,Existing Customer,39.0,F,2.0,Graduate,Single,Unknown,Silver,35.0,1.0,3.0,3.0,32089.0,1971.0,30118.0,0.671,13796.0,121.0,0.833,0.061,0.00027334,0.99973,32089.0,29
717711108.0,Existing Customer,43.0,F,3.0,Unknown,Married,Less than $40K,Blue,27.0,1.0,2.0,2.0,3541.0,1042.0,2499.0,0.774,14511.0,123.0,0.708,0.294,0.00012982,0.99987,3541.0,24
